읍면동,구 이름,동 이름,전체평균연령,남자,여자,약국,여성 복지 시설수,학원수 (개),지역 문화 복지 시설,영화관,박물관,미술관,공연장,공원수,도서관 수,녹지 만족도(10점 평균),소음,대기오염,휴식공간 및 녹지부족,수질오염,범죄 폭력,길거리의 쓰레기방치,주차질서
1108076,성북구,장위1동,45.1,44.2,46.0,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108077,성북구,장위2동,48.4,47.1,49.6,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108078,성북구,장위3동,41.9,41.3,42.4,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108081,성북구,성북동,45.7,44.9,46.4,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108082,성북구,삼선동,44.7,44.0,45.4,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108083,성북구,동선동,41.0,42.9,39.7,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108084,성북구,종암동,44.8,43.2,46.4,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1108085,성북구,석관동,47.2,46.3,48.1,194,5,469,11,2,11,1,13,122,13,5.93,65.1,55.5,65.1,65.6,54.5,55.3,50.6
1109060,강북구,번1동,47.4,46.7,48.0,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109061,강북구,번2동,50.5,48.4,52.3,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109062,강북구,번3동,50.7,48.5,52.6,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109063,강북구,수유1동,48.0,47.0,48.9,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109064,강북구,수유2동,49.2,47.7,50.5,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109065,강북구,수유3동,47.3,46.6,47.9,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109069,강북구,삼양동,47.8,46.5,49.1,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109070,강북구,미아동,47.9,47.1,48.5,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109071,강북구,송중동,47.2,46.4,47.9,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109072,강북구,송천동,50.1,49.0,51.1,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109073,강북구,삼각산동,42.9,41.6,44.0,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109074,강북구,우이동,49.1,47.9,50.2,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1109075,강북구,인수동,49.0,47.7,50.1,165,2,217,9,3,3,0,6,87,7,6.13,69.2,68.2,71.8,70.9,60.5,65.1,51.1
1110051,도봉구,쌍문1동,48.0,47.2,48.7,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110052,도봉구,쌍문2동,48.1,46.3,49.8,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110053,도봉구,쌍문3동,47.3,46.4,48.1,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110054,도봉구,쌍문4동,45.4,44.0,46.7,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110055,도봉구,방학1동,47.8,47.2,48.5,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110056,도봉구,방학2동,49.6,48.3,51.0,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110057,도봉구,방학3동,46.5,44.6,48.3,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110059,도봉구,창1동,46.5,45.1,47.7,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110060,도봉구,창2동,46.3,45.3,47.3,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110061,도봉구,창3동,48.7,47.3,50.2,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110062,도봉구,창4동,45.1,44.1,46.0,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110063,도봉구,창5동,46.2,45.2,47.0,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110064,도봉구,도봉1동,51.9,50.8,53.0,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1110065,도봉구,도봉2동,49.2,48.0,50.3,119,0,299,11,2,2,0,5,80,9,6.48,74.9,71.0,69.5,75.6,74.5,65.7,59.0
1111051,노원구,월계1동,45.8,44.2,47.5,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111052,노원구,월계2동,48.0,46.3,49.5,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111053,노원구,월계3동,46.8,45.2,48.3,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111056,노원구,공릉2동,41.7,40.8,42.4,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111058,노원구,하계1동,44.8,42.5,46.9,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111059,노원구,하계2동,43.9,42.3,45.4,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111060,노원구,중계본동,41.1,40.3,41.8,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111061,노원구,중계1동,39.5,38.2,40.7,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111064,노원구,중계4동,46.9,45.0,48.6,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111065,노원구,상계1동,46.8,45.8,47.7,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111066,노원구,상계2동,46.3,45.6,47.1,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111069,노원구,상계5동,48.4,46.9,49.9,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111072,노원구,상계8동,41.4,40.1,42.6,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111073,노원구,상계9동,45.4,43.6,47.0,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111074,노원구,상계10동,43.7,42.4,44.8,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1111079,노원구,공릉1동,45.0,44.1,45.9,230,1,726,16,5,3,2,5,187,9,5.85,72.2,70.5,72.1,75.0,71.2,63.1,53.8
1112051,은평구,녹번동,46.1,45.2,47.0,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112052,은평구,불광1동,47.2,45.9,48.4,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112055,은평구,갈현1동,47.2,45.7,48.5,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112056,은평구,갈현2동,46.0,45.0,47.0,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112057,은평구,구산동,46.6,46.2,47.0,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112058,은평구,대조동,45.3,45.0,45.5,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112059,은평구,응암1동,43.6,42.6,44.4,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112060,은평구,응암2동,41.8,40.8,42.8,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112065,은평구,신사1동,46.4,45.2,47.5,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112066,은평구,신사2동,46.8,45.3,48.2,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112067,은평구,증산동,45.5,44.7,46.3,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112068,은평구,수색동,42.6,41.6,43.5,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112071,은평구,진관동,42.9,42.2,43.5,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112072,은평구,불광2동,48.4,47.3,49.5,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112073,은평구,응암3동,48.9,47.4,50.3,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1112074,은평구,역촌동,46.6,45.5,47.6,224,3,525,10,2,2,0,1,136,8,6.53,71.0,69.1,66.8,80.0,69.1,57.7,50.5
1113052,서대문구,천연동,46.0,44.8,47.1,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113062,서대문구,홍제1동,45.7,44.8,46.6,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113064,서대문구,홍제3동,47.1,45.7,48.4,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113065,서대문구,홍제2동,47.3,45.9,48.6,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113066,서대문구,홍은1동,46.8,45.6,48.0,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113068,서대문구,홍은2동,45.3,44.1,46.5,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113069,서대문구,남가좌1동,40.4,39.7,41.0,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113070,서대문구,남가좌2동,43.2,42.2,44.1,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113071,서대문구,북가좌1동,44.3,43.1,45.3,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113072,서대문구,북가좌2동,47.1,45.8,48.4,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113073,서대문구,충현동,44.6,44.1,45.1,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113074,서대문구,북아현동,42.9,42.1,43.6,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113075,서대문구,신촌동,37.4,38.4,36.6,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1113076,서대문구,연희동,43.8,42.6,44.8,151,5,355,9,5,7,0,9,124,4,6.29,68.7,65.3,68.7,75.2,64.9,55.7,53.0
1114059,마포구,용강동,41.9,41.3,42.5,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114060,마포구,대흥동,41.6,41.3,41.9,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114061,마포구,염리동,40.8,40.2,41.4,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114063,마포구,신수동,43.0,42.0,44.0,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114066,마포구,서교동,42.0,41.9,42.2,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114068,마포구,합정동,43.7,43.2,44.1,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114069,마포구,망원1동,44.8,43.9,45.6,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114070,마포구,망원2동,44.7,43.9,45.5,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114071,마포구,연남동,43.7,42.9,44.4,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114072,마포구,성산1동,44.2,43.5,44.8,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114073,마포구,성산2동,43.5,43.0,43.9,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114074,마포구,상암동,41.9,41.1,42.5,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114075,마포구,도화동,44.9,43.7,46.0,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114076,마포구,서강동,41.7,40.9,42.5,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114077,마포구,공덕동,44.5,43.9,45.0,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1114078,마포구,아현동,40.9,40.6,41.2,195,6,699,11,8,5,0,38,144,6,6.0,73.3,65.5,80.8,78.0,70.4,61.6,53.2
1115051,양천구,목1동,40.1,39.8,40.4,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115052,양천구,목2동,43.8,42.8,44.6,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115053,양천구,목3동,44.7,43.6,45.8,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115054,양천구,목4동,43.1,42.0,44.2,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115057,양천구,신월1동,48.8,47.9,49.6,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115058,양천구,신월2동,45.6,44.6,46.5,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115059,양천구,신월3동,47.8,46.9,48.8,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115060,양천구,신월4동,45.7,44.4,46.9,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115061,양천구,신월5동,45.7,44.5,46.8,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115062,양천구,신월6동,41.8,41.0,42.5,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115063,양천구,신월7동,48.8,47.1,50.4,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115064,양천구,신정1동,41.8,40.9,42.6,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115065,양천구,신정2동,42.7,42.0,43.4,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115066,양천구,신정3동,43.8,42.7,44.8,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115069,양천구,신정6동,41.3,40.7,41.8,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115070,양천구,신정7동,45.2,43.7,46.7,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115071,양천구,목5동,40.4,39.5,41.4,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1115072,양천구,신정4동,46.0,45.2,46.8,183,0,1038,13,2,0,0,5,123,10,5.51,55.9,59.2,71.9,79.1,65.6,55.0,47.7
1116051,강서구,염창동,40.1,39.8,40.5,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116052,강서구,등촌1동,41.4,41.0,41.7,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116053,강서구,등촌2동,44.6,43.4,45.8,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116054,강서구,등촌3동,48.6,46.9,50.0,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116055,강서구,화곡본동,43.6,42.5,44.6,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116057,강서구,화곡2동,44.9,43.7,46.0,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116058,강서구,화곡3동,45.7,45.0,46.5,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116059,강서구,화곡4동,46.9,45.4,48.3,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116061,강서구,화곡6동,43.6,43.1,44.1,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116063,강서구,화곡8동,45.8,44.7,46.9,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116064,강서구,가양1동,40.0,40.8,39.3,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116065,강서구,가양2동,52.6,51.4,53.6,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116066,강서구,가양3동,49.7,48.0,51.2,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116067,강서구,발산1동,42.2,41.2,43.2,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116069,강서구,공항동,41.8,41.2,42.6,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116070,강서구,방화1동,43.4,42.8,44.0,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116071,강서구,방화2동,47.1,45.8,48.4,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116072,강서구,방화3동,48.8,47.2,50.3,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116073,강서구,화곡1동,44.6,44.0,45.1,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1116074,강서구,우장산동,41.9,41.7,42.1,268,3,708,19,6,3,1,4,173,9,6.52,70.7,71.7,79.7,87.3,77.6,66.7,58.8
1117051,구로구,신도림동,41.6,41.3,41.8,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117052,구로구,구로1동,42.0,41.3,42.7,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117054,구로구,구로3동,43.1,42.3,44.0,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117055,구로구,구로4동,49.1,48.0,50.2,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117056,구로구,구로5동,44.2,44.0,44.4,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117061,구로구,고척1동,44.0,43.2,44.8,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117062,구로구,고척2동,47.1,46.2,48.0,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117064,구로구,개봉2동,47.3,46.5,48.1,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117065,구로구,개봉3동,48.2,47.0,49.3,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117067,구로구,오류1동,44.5,44.5,44.6,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117068,구로구,오류2동,45.2,44.0,46.3,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117069,구로구,수궁동,46.7,45.4,48.0,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117070,구로구,가리봉동,48.4,47.4,49.6,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117071,구로구,구로2동,50.1,49.0,51.3,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1117072,구로구,개봉1동,46.2,45.4,47.0,194,6,397,12,3,2,0,7,116,12,5.9,67.3,73.2,70.3,73.0,71.3,64.4,55.1
1118051,금천구,가산동,40.7,41.2,40.1,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118052,금천구,독산1동,41.9,41.6,42.1,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118053,금천구,독산2동,47.7,46.7,48.7,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118054,금천구,독산3동,47.6,46.8,48.3,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118055,금천구,독산4동,48.3,47.6,48.9,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118057,금천구,시흥1동,46.7,45.7,47.8,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118058,금천구,시흥2동,46.6,45.6,47.4,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118059,금천구,시흥3동,49.0,47.9,50.0,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118060,금천구,시흥4동,48.5,47.7,49.3,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1118061,금천구,시흥5동,49.3,47.9,50.8,129,2,219,8,2,0,0,5,55,4,5.88,63.6,64.0,62.6,68.8,65.5,55.3,49.2
1119054,영등포구,여의동,44.8,44.2,45.3,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119055,영등포구,당산1동,43.5,43.4,43.7,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119056,영등포구,당산2동,40.9,41.0,40.9,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119061,영등포구,양평1동,41.2,41.0,41.5,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119062,영등포구,양평2동,40.9,40.7,41.0,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119063,영등포구,신길1동,45.2,44.4,46.0,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119065,영등포구,신길3동,46.0,45.1,46.9,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119066,영등포구,신길4동,46.0,44.8,47.3,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119067,영등포구,신길5동,46.3,45.2,47.3,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119068,영등포구,신길6동,45.0,44.0,45.9,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119069,영등포구,신길7동,41.2,40.3,42.0,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119070,영등포구,대림1동,47.9,46.4,49.4,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119071,영등포구,대림2동,48.6,47.4,49.7,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119072,영등포구,대림3동,47.8,46.9,48.8,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119073,영등포구,영등포본동,46.4,45.7,47.2,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119074,영등포구,영등포동,40.2,41.7,38.6,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119075,영등포구,도림동,45.9,45.2,46.6,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
1119076,영등포구,문래동,41.7,41.0,42.3,263,2,470,10,3,2,1,8,108,5,6.03,59.4,64.2,71.5,70.7,60.5,55.1,46.8
